"","site","year","date","block","plot","month","collectors","Achillea_millefolium","Agrostis_gigantea","Anagallis_arvensis","Anchusa_arvensis","Apera_spica-venti","Aphanes_australis","Arabidopsis_thaliana","Arenaria_serpyllifolia","Arrhenatherum_elatius","Artemisia_vulgaris","Bromus_hordeaceus","Bromus_sterilis","Capsella_bursa-pastoris","Castanea_sativa","Cerastium_fontanum","Cerastium_glomeratum","Chenopodium_album","Cirsium_arvense","Convolvulus_arvensis","Crepis_capillaris","Dactylis_glomerata","Elymus_repens","Epilobium_ciliatum","Epilobium_montanum","Erigeron_canadensis","Erodium_cicutarium","Euphorbia_helioscopia","Fallopia_convolvulus","Festuca_rubra","Galinsoga_parviflora","Geranium_molle","Heracleum_sphondylium","Holcus_lanatus","Holcus_mollis","Hypericum_perforatum","Hypochaeris_radicata","Jacobaea_vulgaris","Lactuca_serriola","Lamium_amplexicaule","Lapsana_communis","Lolium_perenne","Matricaria_chamomilla","Medicago_lupulina","Myosotis_arvensis","Panicum_miliaceum","Papaver_dubium","Papaver_rhoeas","Persicaria_lapathifolia","Persicaria_maculosa","Phleum_bertolonii","Plantago_lanceolata","Polygonum_aviculare","Prunus_spinosa","Quercus_robur","Ranunculus_repens","Raphanus_raphanistrum","Rumex_acetosa","Rumex_acetosella","Rumex_crispus","Rumex_obtusifolius","Sisymbrium_officinale","Sonchus_asper","Sonchus_oleraceus","Spergula_arvensis","Stellaria_graminea","Trifolium_dubium","Trifolium_repens","Tripleurospermum_inodorum","Veronica_arvensis_","Veronica_chamaedrys","Veronica_persica","Vicia_cracca","Vicia_hirsuta","Vicia_sativa","Vicia_tetrasperma","Viola_arvensis","Vulpia_bromoides","Vulpia_myuros","tot_abun","spe_count"
"41","Pound Hill Disturbance ",2020,"Aug-20","b",5,"march","M_Crawley",0.0340909090909091,0.170454545454545,0,0,0,0,0,0,0,0.738636363636364,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7
"42","Pound Hill Disturbance ",2020,"Aug-20","b",6,"october","M_Crawley",0.0261096605744125,0.0652741514360313,0,0.359007832898172,0,0,0,0,0,0.0326370757180157,0,0,0,0,0,0,0,0,0,0.0261096605744125,0,0,0,0,0.00130548302872063,0,0,0,0,0,0,0,0,0.22845953002611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130548302872063,0,0,0,0,0,0,0.097911227154047,0,0,0,0,0,0.0326370757180157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.2,10
"43","Pound Hill Disturbance ",2020,"Aug-20","c",7,"march","M_Crawley",0.0618556701030928,0.154639175257732,0,0.0103092783505155,0,0,0,0,0,0.670103092783505,0,0,0,0,0,0,0.0206185567010309,0,0,0,0,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0.0515463917525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,9
"44","Pound Hill Disturbance ",2020,"Aug-20","c",8,"october","M_Crawley",0.0188146754468485,0.235183443085607,0,0.112888052681091,0.0470366886171214,0,0,0.00940733772342427,0,0.000940733772342427,0,0,0,0,0,0,0,0,0,0.0470366886171214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423330197554092,0.000940733772342427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752587017873942,0,0,0,0,0,0,0.0282220131702728,0,0,0,0,0,0,0,0,0,0.000940733772342427,0,0,0,0,0,0,0,0,0,0,106.3,12
"45","Pound Hill Disturbance ",2020,"Aug-20","c",9,"may","M_Crawley",0.0116009280742459,0.0580046403712297,0,0.0116009280742459,0,0,0,0,0,0,0,0,0.0116009280742459,0,0,0,0.174013921113689,0,0.0232018561484919,0.00116009280742459,0,0,0,0,0.00116009280742459,0.464037122969838,0,0.0232018561484919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116009280742459,0,0,0,0,0,0,0,0.208816705336427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,12
"46","Pound Hill Disturbance ",2020,"Aug-20","d",10,"march","M_Crawley",0.0797448165869218,0.159489633173844,0,0,0,0,0,0,0,0.43859649122807,0,0,0,0,0,0,0.0637958532695375,0,0,0,0,0,0,0,0,0,0,0.0159489633173844,0,0,0,0,0,0.159489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000797448165869219,0,0,0,0,0.0159489633173844,0,0,0.000797448165869219,0,0.000797448165869219,0,0.000797448165869219,0.0637958532695375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.4,12
"47","Pound Hill Disturbance ",2020,"Aug-20","d",11,"october","M_Crawley",0.0332778702163062,0.332778702163062,0,0.124792013311148,0.00831946755407654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166389351081531,0,0,0,0,0.000831946755407654,0,0,0,0,0,0,0,0,0.332778702163062,0.000831946755407654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665557404326123,0,0,0,0,0,0,0.0831946755407654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.2,10
"48","Pound Hill Disturbance ",2020,"Aug-20","d",12,"may","M_Crawley",0.00347222222222222,0.0694444444444444,0.0173611111111111,0.00347222222222222,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0.347222222222222,0.0173611111111111,0,0,0,0,0,0,0,0.347222222222222,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173611111111111,0,0,0,0,0,0,0,0.173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.6,11
"49","Pound Hill Disturbance ",2021,"20-Jun-21","a",1,"october","M_Crawley",0.0277161862527716,0.0831485587583149,0,0,0,0.0443458980044346,0,0,0.0110864745011086,0.0277161862527716,0.0277161862527716,0.0443458980044346,0,0,0.00554323725055432,0,0,0.0110864745011086,0,0.000554323725055432,0,0,0,0.00554323725055432,0,0,0,0,0,0,0,0.00554323725055432,0,0.388026607538803,0.00554323725055432,0,0,0,0,0,0,0,0,0.00554323725055432,0,0.0110864745011086,0,0,0,0.00554323725055432,0,0,0,0.00554323725055432,0.000554323725055432,0,0.000554323725055432,0.0831485587583149,0,0,0,0,0,0,0.0277161862527716,0,0,0,0,0.0110864745011086,0,0,0.0110864745011086,0.000554323725055432,0.00554323725055432,0.00554323725055432,0,0.138580931263858,180.4,28
"50","Pound Hill Disturbance ",2021,"20-Jun-21","a",2,"may","M_Crawley",0.0288517022504328,0.144258511252164,0,0.0461627236006924,0,0,0,0,0,0.0461627236006924,0.000577034045008655,0,0.00577034045008655,0,0,0.00577034045008655,0.0577034045008656,0.00577034045008655,0,0.00577034045008655,0,0,0,0,0.0115406809001731,0.0461627236006924,0,0.115406809001731,0,0.0288517022504328,0,0,0,0.0865551067512983,0,0.00577034045008655,0,0,0.0461627236006924,0,0,0,0,0,0,0.000577034045008655,0,0,0,0,0,0,0,0,0,0.0577034045008656,0,0.115406809001731,0.0461627236006924,0,0,0.00577034045008655,0,0.0865551067512983,0,0,0,0,0,0,0.000577034045008655,0,0,0,0,0,0,0,173.3,24
"51","Pound Hill Disturbance ",2021,"20-Jun-21","a",3,"march","M_Crawley",0.0416233090530697,0.104058272632674,0,0.0104058272632674,0,0.0156087408949011,0.0260145681581686,0,0,0.442247658688866,0.0416233090530697,0.00520291363163371,0.00520291363163371,0,0,0,0.0156087408949011,0,0,0,0,0.000520291363163372,0,0,0.000520291363163372,0,0,0.00520291363163371,0,0,0,0,0,0.0520291363163372,0,0,0,0,0,0,0,0.00520291363163371,0,0,0,0.00520291363163371,0,0,0,0,0.0104058272632674,0.00520291363163371,0,0,0,0.0780437044745057,0,0,0.0104058272632674,0,0.00520291363163371,0.00520291363163371,0,0.0104058272632674,0,0.0780437044745057,0,0,0,0,0,0,0.00520291363163371,0,0,0.0156087408949011,0,0,192.2,26
"52","Pound Hill Disturbance ",2021,"20-Jun-21","b",4,"may","M_Crawley",0,0.32967032967033,0.00732600732600733,0.0366300366300366,0,0,0,0,0,0.0366300366300366,0,0,0.00732600732600733,0,0,0,0.0586080586080586,0,0,0.00805860805860806,0,0,0,0,0.0366300366300366,0.0366300366300366,0,0.0732600732600733,0,0.0146520146520147,0.000732600732600733,0,0,0.0366300366300366,0,0.000732600732600733,0,0,0.0586080586080586,0,0,0,0,0,0,0.000732600732600733,0,0,0,0,0,0,0,0,0,0.0366300366300366,0,0.10989010989011,0,0,0,0.0146520146520147,0,0.0732600732600733,0,0,0,0,0,0,0,0,0,0,0,0.000732600732600733,0.021978021978022,0,136.5,22
"53","Pound Hill Disturbance ",2021,"20-Jun-21","b",5,"march","M_Crawley",0.0280112044817927,0.140056022408964,0,0.0168067226890756,0,0.00560224089635854,0.000560224089635854,0,0,0.448179271708683,0.0560224089635854,0.000560224089635854,0.00560224089635854,0,0,0,0.0112044817927171,0,0,0,0.000560224089635854,0,0,0,0,0,0,0.0168067226890756,0.000560224089635854,0,0,0,0,0.0672268907563025,0,0,0,0,0,0,0,0,0,0,0,0.00560224089635854,0,0,0,0,0.0280112044817927,0.00560224089635854,0,0,0,0.0448179271708683,0,0,0.00560224089635854,0,0.000560224089635854,0,0,0.00560224089635854,0,0.0840336134453782,0,0,0,0,0,0,0.0112044817927171,0,0,0.0112044817927171,0,0,178.5,24
"54","Pound Hill Disturbance ",2021,"20-Jun-21","b",6,"october","M_Crawley",0.00530222693531283,0.106044538706257,0,0.000530222693531283,0,0.0795334040296925,0,0,0,0.0265111346765642,0.0424178154825027,0.0530222693531283,0,0,0,0,0,0,0,0.00530222693531283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371155885471898,0.000530222693531283,0,0,0,0,0,0,0,0,0.00530222693531283,0,0.00530222693531283,0,0,0,0,0.0159066808059385,0,0.000530222693531283,0.00530222693531283,0,0,0,0.159066808059385,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0,0,0,0.0106044538706257,0,0,0.000530222693531283,0,0.106044538706257,188.6,20
"55","Pound Hill Disturbance ",2021,"20-Jun-21","c",7,"march","M_Crawley",0.0457142857142857,0.171428571428571,0,0.0285714285714286,0.00571428571428571,0,0.00571428571428571,0,0,0.428571428571429,0.0457142857142857,0,0.00571428571428571,0,0,0,0.0114285714285714,0,0,0,0,0,0,0,0,0.00571428571428571,0,0.0457142857142857,0,0,0,0,0,0.0114285714285714,0,0,0,0,0,0,0,0,0,0,0,0.0114285714285714,0,0,0,0,0.0114285714285714,0,0,0,0,0.0285714285714286,0,0,0.0285714285714286,0,0,0,0,0,0,0.0857142857142857,0,0,0,0,0,0,0.0171428571428571,0,0,0.00571428571428571,0,0,175,19
"56","Pound Hill Disturbance ",2021,"20-Jun-21","c",8,"october","M_Crawley",0.0110926234054354,0.0554631170271769,0,0,0.0443704936217415,0.0554631170271769,0,0.166389351081531,0,0.000554631170271769,0.0443704936217415,0.0277315585135885,0,0,0,0,0,0,0,0.0110926234054354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415973377703827,0.000554631170271769,0,0,0,0,0,0,0,0,0.00554631170271769,0,0.00554631170271769,0,0,0,0,0.0166389351081531,0,0,0.00554631170271769,0,0,0,0.0831946755407654,0,0,0,0,0,0,0,0,0,0,0.000554631170271769,0,0,0,0.0110926234054354,0,0,0.0110926234054354,0,0.0277315585135885,180.3,20
"57","Pound Hill Disturbance ",2021,"20-Jun-21","c",9,"may","M_Crawley",0.0211416490486258,0.281888653981677,0.0140944326990839,0.0704721634954193,0.000704721634954193,0,0.000704721634954193,0,0,0.00704721634954193,0.00704721634954193,0,0.0140944326990839,0,0,0,0.0563777307963354,0,0.00704721634954193,0.0140944326990839,0,0,0,0,0.000704721634954193,0.0563777307963354,0,0.105708245243129,0,0.105708245243129,0.000704721634954193,0,0,0.0140944326990839,0,0.000704721634954193,0,0,0.0140944326990839,0,0,0,0,0,0,0.00140944326990839,0,0,0,0,0,0,0,0,0,0.0352360817477097,0,0.0352360817477097,0.0211416490486258,0,0,0.00704721634954193,0.000704721634954193,0.105708245243129,0,0,0,0,0,0,0,0,0,0,0,0.000704721634954193,0,0,141.9,28
"58","Pound Hill Disturbance ",2021,"20-Jun-21","d",10,"march","M_Crawley",0.0355239786856128,0.177619893428064,0,0.022202486678508,0,0,0.0044404973357016,0,0,0.355239786856128,0.022202486678508,0,0.0044404973357016,0,0,0,0.11101243339254,0,0,0.0044404973357016,0,0,0,0,0,0,0,0.022202486678508,0,0,0,0,0,0.0355239786856128,0,0,0,0,0,0,0,0,0,0,0,0.022202486678508,0,0,0,0,0.0088809946714032,0.0088809946714032,0,0,0,0.044404973357016,0,0,0.0044404973357016,0,0.0044404973357016,0,0,0,0,0.11101243339254,0,0,0,0,0,0,0.00044404973357016,0,0,0.00044404973357016,0,0,225.2,20
"59","Pound Hill Disturbance ",2021,"20-Jun-21","d",11,"october","M_Crawley",0.0542593597395551,0.0813890396093326,0,0,0,0.0271296798697775,0,0.135648399348888,0.000542593597395551,0,0.0271296798697775,0.010851871947911,0,0,0,0,0,0,0,0.00542593597395551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434074877916441,0.000542593597395551,0,0,0,0,0,0,0,0,0.00542593597395551,0,0.010851871947911,0,0,0,0,0.0271296798697775,0,0,0.00542593597395551,0,0,0,0.10851871947911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542593597395551,0.010851871947911,0,0,0,0,0.0542593597395551,184.3,18
"60","Pound Hill Disturbance ",2021,"20-Jun-21","d",12,"may","M_Crawley",0.0311720698254364,0.0935162094763092,0,0.0311720698254364,0,0,0,0,0,0,0.00623441396508728,0,0.0623441396508728,0,0,0,0.0311720698254364,0,0,0,0,0,0,0,0.0498753117206982,0.0623441396508728,0,0.0187032418952618,0,0.280548628428928,0,0,0,0.0935162094763092,0,0.000623441396508728,0,0,0.0498753117206982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124688279301746,0,0.0623441396508728,0.00623441396508728,0,0,0.00124688279301746,0,0.0935162094763092,0,0,0,0,0,0,0.000623441396508728,0,0,0,0,0.0124688279301746,0,0,160.4,20
