"","AccSpeciesID","AccSpeciesName","TraitID","TraitName","OriglName","OrigValueStr","OrigUnitStr","Replicates","StdValue","UnitName","Count"
"5051",10226,"CAPSELLA BURSA-PASTORIS",NA,"","MaterialWeighed","Seed","",NA,NA,"",11
"5052",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Medium","germination medium = 1 % Agar with 250 mg/l gibberellic acid (GA3)","",NA,NA,"",2
"5053",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Method","Seedling emergence","",NA,NA,"",1
"5054",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Method","measure","",NA,NA,"",2
"5055",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Method of sampling and measurement","experiment in the field","",NA,NA,"",8
"5056",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Method of sampling and measurement","experiment in the greenhouse or in the laboratory","",NA,NA,"",121
"5057",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Method of sampling and measurement","measured in the field or in the laboratory","",NA,NA,"",5
"5058",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Method of sampling and measurement","method not known (e.g. most floras)","",NA,NA,"",55
"5059",10226,"CAPSELLA BURSA-PASTORIS",NA,"","MoistureStatus","Moisture content not stated","",NA,NA,"",3
"5060",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Notes","Air-dry weight.","",NA,NA,"",1
"5061",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Notes","Based upon the average weight of 5 batches of 100 seeds; weight refers to air-dry seed.","",NA,NA,"",1
"5062",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Notes","Seed mc not stated, but weight is likely to refer to air-dry seed.","",NA,NA,"",8
"5063",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Notes","Weight refers to air-dry seed.","",NA,NA,"",1
"5064",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Number of replicates","60","",NA,NA,"",6
"5065",10226,"CAPSELLA BURSA-PASTORIS",NA,"","PET","486.9","(mm)",NA,NA,"",3
"5066",10226,"CAPSELLA BURSA-PASTORIS",NA,"","PLOUGH","0","",NA,NA,"",3
"5067",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Plants per sampling","6","",NA,NA,"",1
"5068",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Pre-sowTreatment","pre-sowing treatments = seed scarified (chipped with scalpel)","",NA,NA,"",1
"5069",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Pre-sowTreatment","pre-sowing treatments = seed scarified (covering structure removed), imbibed on 1% agar for 7 d ...","",NA,NA,"",1
"5070",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Precision","1","",NA,NA,"",2
"5071",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Precision","2","",NA,NA,"",4
"5072",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Precision","3","",NA,NA,"",5
"5073",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Precision","4","",NA,NA,"",1
"5074",10226,"CAPSELLA BURSA-PASTORIS",NA,"","RAINFALL","639.42","(mm)",NA,NA,"",3
"5075",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Rainfall distribution","Throughout year, winter maximum","",NA,NA,"",1
"5076",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Ref","Azcarate, F. M., Sanchez, A. M., Arqueros, L., Peco, B. (2002). Abundance and habitat segregati ...","",NA,NA,"",1
"5077",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Ref","Bochet, E., Garcoa-Fayos, P. (2015). Identifying plant traits: A key aspect for species selecti ...","",NA,NA,"",1
"5078",10226,"CAPSELLA BURSA-PASTORIS",NA,"","RefFull","Peco B., de Pablos I., Traba J. , & Levassor C. (200Azcárate, P.M., Sanchez A.M., Arqueros, L.  ...","",NA,NA,"",1
"5079",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Aksoy, A., Dixon, J. M., Hale, W. H. G. 1998 Journal of Ecology 86 171-186 Biological Flora of ...","",NA,NA,"",2
"5080",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Baker Seed Herbarium, California.","",NA,NA,"",6
"5081",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Barclay, A.S. and Earle, F.R. 1974. Chemical analyses of seeds III: oil and protein content of  ...","",NA,NA,"",3
"5082",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Grime, J.P., Mason, G., Curtis, A.A., Rodman, J., Band, S.R., Mowforth, M.A.G., Neal, A.M. and  ...","",NA,NA,"",2
"5083",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Hayashi, I. 1977. Secondary succession of herbaceous communities in Japan. Japanese Journal of  ...","",NA,NA,"",2
"5084",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Jones, Q. and Earle, F.R. 1966. Chemical analyses of seeds II: oil and protein content of 759 s ...","",NA,NA,"",6
"5085",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Peco, B., Traba, J., Levassor, C., Sanchez, A.M. and Azcarate, F.M. 2003. Seed size, shape and  ...","",NA,NA,"",2
"5086",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","RBG Kew, Wakehurst Place.","",NA,NA,"",14
"5087",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Salisbury E 1964    Weeds and Aliens, Collins, London","",NA,NA,"",1
"5088",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Salisbury EJ 1942    The Reproductive Capacity of Plants, G Bell and Sons Ltd, London","",NA,NA,"",1
"5089",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Salisbury, E.J. 1942. The Reproductive Capacity of Plants. G. Bell and Sons, London.","",NA,NA,"",1
"5090",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Salisbury, E.J. 1942. The Reproductive Capacity of Plants. G. Bell and Sons, Ltd, London.","",NA,NA,"",1
"5091",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Stevens, O.A. 1932. The number and weight of seeds produced by weeds. American Journal of Botan ...","",NA,NA,"",2
"5092",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference","Thompson, K., Band, S.R. and Hodgson, J.G. 1993. Seed size and shape predict persistence in soi ...","",NA,NA,"",2
"5093",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Aksoy et al. (1998)","",NA,NA,"",46
"5094",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Altena (1986)","",NA,NA,"",2
"5095",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Barralis & Chadoeuf (1987)","",NA,NA,"",1
"5096",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Barralis et al. (1988)","",NA,NA,"",1
"5097",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","BiolFlor","",NA,NA,"",6
"5098",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Conn et al. (1984)","",NA,NA,"",1
"5099",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Douglas (1965)","",NA,NA,"",1
"5100",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Froud-Williams et al. (1984)","",NA,NA,"",1
"5101",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Grime et al. (1981)","",NA,NA,"",1
"5102",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Hodgson & Grime (1979)","",NA,NA,"",1
"5103",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Hurka & Haase (1982)","",NA,NA,"",3
"5104",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Kees (1986)","",NA,NA,"",1
"5105",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Kivilaan & Bandurski (1981)","",NA,NA,"",1
"5106",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Kästner et al. (2001)","",NA,NA,"",5
"5107",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Mika (1978)","",NA,NA,"",1
"5108",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Müller-Schneider (1986)","",NA,NA,"",1
"5109",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Odum (1974); Odum (1978)","",NA,NA,"",1
"5110",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Pipal (1916)","",NA,NA,"",1
"5111",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Popay & Roberts (1970a)","",NA,NA,"",2
"5112",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Roberts & Feast (1972)","",NA,NA,"",3
"5113",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Roberts & Stokes (1966)","",NA,NA,"",1
"5114",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Salzmann (1954)","",NA,NA,"",1
"5115",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Snell (1912)","",NA,NA,"",1
"5116",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Thompson et al. (1997)","",NA,NA,"",97
"5117",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Toole & Brown (1946)","",NA,NA,"",2
"5118",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Von Borstel (1974)","",NA,NA,"",1
"5119",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Waldron (1904)","",NA,NA,"",2
"5120",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Wehsarg (1912)","",NA,NA,"",2
"5121",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Zanin et al. (1989)","",NA,NA,"",1
"5122",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Reference / source","Zwaenepoel (1992)","",NA,NA,"",1
"5123",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Region","North West  Mediterranean Basin","",NA,NA,"",2
"5124",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Replicates","10","",NA,NA,"",1
"5125",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SBS number","12848","",NA,NA,"",414
"5126",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SITE","GE-MNP","",NA,NA,"",3
"5127",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SM REF","Barclay, A.S. and Earle, F.R. 1974. Chemical analyses of seeds III: oil and protein content of  ...","",NA,NA,"",1
"5128",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL C","2.35143","(%)",NA,NA,"",1
"5129",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL C","3.115","(%)",NA,NA,"",1
"5130",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL C","3.71875","(%)",NA,NA,"",1
"5131",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL CN","11.824","_",NA,NA,"",1
"5132",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL CN","12.2696","_",NA,NA,"",1
"5133",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL CN","18.0239","_",NA,NA,"",1
"5134",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL N","0.08","(%)",NA,NA,"",1
"5135",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL N","0.25625","(%)",NA,NA,"",1
"5136",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL N","0.29875","(%)",NA,NA,"",1
"5137",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL P_OLS","0.0075","(‰)",NA,NA,"",1
"5138",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL P_OLS","0.065625","(‰)",NA,NA,"",1
"5139",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL P_OLS","0.07775","(‰)",NA,NA,"",1
"5140",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL WHC","15.0375","(%)",NA,NA,"",1
"5141",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL WHC","16.8875","(%)",NA,NA,"",1
"5142",10226,"CAPSELLA BURSA-PASTORIS",NA,"","SOIL WHC","8.9125","(%)",NA,NA,"",1
"5143",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Sampling date","1996-1999","",NA,NA,"",1
"5144",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Sampling or measurement date standardized","1996-1999","",NA,NA,"",1
"5145",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Seed water content details","Air dried weight","",NA,NA,"",10
"5146",10226,"CAPSELLA BURSA-PASTORIS",NA,"","TREATMENT_NAME","MNP_Abandoned/dry","",NA,NA,"",1
"5147",10226,"CAPSELLA BURSA-PASTORIS",NA,"","TREATMENT_NAME","MNP_High intensive grazing/dry","",NA,NA,"",1
"5148",10226,"CAPSELLA BURSA-PASTORIS",NA,"","TREATMENT_NAME","MNP_Medium intensive grazing/fresh","",NA,NA,"",1
"5149",10226,"CAPSELLA BURSA-PASTORIS",NA,"","TaxonID","1985","",NA,NA,"",2
"5150",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","1","",NA,NA,"",74
"5151",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","10","",NA,NA,"",11
"5152",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","102","",NA,NA,"",1
"5153",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","11","",NA,NA,"",8
"5154",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","12","",NA,NA,"",5
"5155",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","13","",NA,NA,"",5
"5156",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","14","",NA,NA,"",7
"5157",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","15","",NA,NA,"",7
"5158",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","16","",NA,NA,"",4
"5159",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","17","",NA,NA,"",2
"5160",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","18","",NA,NA,"",6
"5161",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","19","",NA,NA,"",3
"5162",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","2","",NA,NA,"",35
"5163",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","20","",NA,NA,"",3
"5164",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","21","",NA,NA,"",3
"5165",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","22","",NA,NA,"",6
"5166",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","23","",NA,NA,"",5
"5167",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","24","",NA,NA,"",5
"5168",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","25","",NA,NA,"",3
"5169",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","26","",NA,NA,"",7
"5170",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","27","",NA,NA,"",7
"5171",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","28","",NA,NA,"",3
"5172",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","29","",NA,NA,"",2
"5173",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","3","",NA,NA,"",22
"5174",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","30","",NA,NA,"",1
"5175",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","31","",NA,NA,"",3
"5176",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","32","",NA,NA,"",3
"5177",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","33","",NA,NA,"",4
"5178",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","34","",NA,NA,"",3
"5179",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","36","",NA,NA,"",4
"5180",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","37","",NA,NA,"",4
"5181",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","38","",NA,NA,"",4
"5182",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","39","",NA,NA,"",3
"5183",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","4","",NA,NA,"",19
"5184",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","40","",NA,NA,"",1
"5185",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","41","",NA,NA,"",3
"5186",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","42","",NA,NA,"",1
"5187",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","43","",NA,NA,"",5
"5188",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","45","",NA,NA,"",3
"5189",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","46","",NA,NA,"",4
"5190",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","47","",NA,NA,"",1
"5191",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","48","",NA,NA,"",2
"5192",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","49","",NA,NA,"",2
"5193",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","5","",NA,NA,"",22
"5194",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","51","",NA,NA,"",2
"5195",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","53","",NA,NA,"",2
"5196",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","6","",NA,NA,"",23
"5197",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","65","",NA,NA,"",2
"5198",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","66","",NA,NA,"",2
"5199",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","67","",NA,NA,"",2
"5200",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","69","",NA,NA,"",2
"5201",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","7","",NA,NA,"",15
"5202",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","70","",NA,NA,"",2
"5203",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","72","",NA,NA,"",2
"5204",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","8","",NA,NA,"",14
"5205",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","89","",NA,NA,"",2
"5206",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","9","",NA,NA,"",7
"5207",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Trial number","94","",NA,NA,"",1
"5208",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Vegetation","temperate grasslands/herbfields/ruderal habitats","",NA,NA,"",1
"5209",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Vegetation type / Biome","Arable land and market gardens","",NA,NA,"",4
"5210",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Vegetation type / Biome","Cultivated areas of gardens and parks","",NA,NA,"",4
"5211",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Vegetation type / Biome","Grassland and tall forb habitats","",NA,NA,"",4
"5212",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Vegetation type / Biome","Trampled areas","",NA,NA,"",4
"5213",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Vegetation type / Biome","Waste deposits","",NA,NA,"",4
"5214",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Weight Precision","1","",NA,NA,"",2
"5215",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Weight Precision","2","",NA,NA,"",4
"5216",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Weight Precision","3","",NA,NA,"",6
"5217",10226,"CAPSELLA BURSA-PASTORIS",NA,"","Weight Precision","4","",NA,NA,"",12
"5218",10226,"CAPSELLA BURSA-PASTORIS",NA,"","alt","2 - 636","m",NA,315,"m",1
"5219",10226,"CAPSELLA BURSA-PASTORIS",NA,"","altitude","700-900","m",NA,800,"m",1
"5220",10226,"CAPSELLA BURSA-PASTORIS",NA,"","altitude (with details of range)","a variety","",NA,NA,"",1
"5221",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.0085","",NA,NA,"",7
"5222",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.01","",NA,NA,"",6
"5223",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.014","",NA,NA,"",5
"5224",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.0141","",NA,NA,"",22
"5225",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.029","",NA,NA,"",1
"5226",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.0454","",NA,NA,"",3
"5227",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.05","",NA,NA,"",1
"5228",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.1","",NA,NA,"",1
"5229",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.123","",NA,NA,"",1
"5230",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.173","",NA,NA,"",2
"5231",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.2","",NA,NA,"",7
"5232",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.25","",NA,NA,"",4
"5233",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.5","",NA,NA,"",4
"5234",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","0.8","",NA,NA,"",1
"5235",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","1","",NA,NA,"",94
"5236",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","100","",NA,NA,"",2
"5237",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","10000","",NA,NA,"",8
"5238",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","1250","",NA,NA,"",6
"5239",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","137","",NA,NA,"",1
"5240",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","150","",NA,NA,"",1
"5241",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","170","",NA,NA,"",2
"5242",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","175","",NA,NA,"",1
"5243",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","185","",NA,NA,"",1
"5244",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","2","",NA,NA,"",1
"5245",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","2.7","",NA,NA,"",1
"5246",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","200","",NA,NA,"",2
"5247",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","308","",NA,NA,"",1
"5248",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","5","",NA,NA,"",6
"5249",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","600","",NA,NA,"",1
"5250",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","625","",NA,NA,"",1
"5251",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","8.7","",NA,NA,"",4
"5252",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","800","",NA,NA,"",11
"5253",10226,"CAPSELLA BURSA-PASTORIS",NA,"","area expressed","90","",NA,NA,"",2
"5254",10226,"CAPSELLA BURSA-PASTORIS",NA,"","balance error [mg]","0","",NA,NA,"",3
"5255",10226,"CAPSELLA BURSA-PASTORIS",NA,"","balance error [mg]","0.01","",NA,NA,"",1
"5256",10226,"CAPSELLA BURSA-PASTORIS",NA,"","diaspore type","germinule","",NA,NA,"",8
"5257",10226,"CAPSELLA BURSA-PASTORIS",NA,"","diaspore type","one-seeded generative dispersule","",NA,NA,"",2
"5258",10226,"CAPSELLA BURSA-PASTORIS",NA,"","disp ref","Rutledge, C.R. and T. McLendon. No Year.  An Assessment of Exotic Plant Species of Rocky Mounta ...","",NA,NA,"",1
"5259",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","1996-1997 n an replicates unknown","",NA,NA,"",1
"5260",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","Seeds weighed individually when possible or in small groups (n max = 10). For majority 30 weights pe","",NA,NA,"",1
"5261",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","collected between 1996-1999","",NA,NA,"",1
"5262",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","preaggregated value obtained from single record","",NA,NA,"",3
"5263",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample:  species:","",NA,NA,"",20
"5264",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: 12 yrs arable. nomenclature: Fiiter species:","",NA,NA,"",1
"5265",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: 14 yrs arable. nomenclature: Fiiter species:","",NA,NA,"",2
"5266",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: 19 yrs arable. nomenclature: Fiiter species:","",NA,NA,"",1
"5267",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: 2C 4-17cm. nomenclature: Fiiter species:","",NA,NA,"",1
"5268",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: 30 yrs arable. nomenclature: Fiiter species:","",NA,NA,"",1
"5269",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: 410 North, undisturbed. nomenclature: Fiiter species:","",NA,NA,"",1
"5270",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Annual weeds. nomenclature: Fiiter species:","",NA,NA,"",1
"5271",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Arable site on Botanical garden plot species:","",NA,NA,"",4
"5272",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: BARLEY. nomenclature: Fiiter species:","",NA,NA,"",2
"5273",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: CLAY 1940. nomenclature: Fiiter species:","",NA,NA,"",1
"5274",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Carrots (data for untreated plots at end of experiment). nomenclature: Fiiter species:","",NA,NA,"",1
"5275",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Data for mean of four reps at start of experiment. nomenclature: Fiiter species:","",NA,NA,"",1
"5276",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: GR3 species:","",NA,NA,"",1
"5277",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Garden. nomenclature: Fiiter species:","",NA,NA,"",1
"5278",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Grassland plot (cutting gras 1x/year) in Botanical gardens species:","",NA,NA,"",1
"5279",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Highest values only . nomenclature: Fiiter species:","",NA,NA,"",1
"5280",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: LOAM 1940. nomenclature: Fiiter species:","",NA,NA,"",1
"5281",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Max. densities only recorded. nomenclature: Fiiter species:","",NA,NA,"",1
"5282",10226,"CAPSELLA BURSA-PASTORIS",NA,"","general comment","sample: Orchard. nomenclature: Fiiter species:","",NA,NA,"",1
